Course_Name,rating,topics covered,Designed for,Certification Type,Duration
ChatGPT - Usos y Estrategias,4.8,[],Beginner , Course , 1 - 4 Weeks
Strategic Management and Innovation,4.7,"[' Leadership and Management, Strategy, Strategy and Operations, Business Development, Organizational Development, Decision Making, Marketing, Planning, Critical Thinking, Entrepreneurship, Sales, Business Transformation, Communication, Product Strategy, Operations Management, People Management, Employee Relations, Innovation']",Beginner , Specialization , 3 - 6 Months
Introduction to Programming with MATLAB,4.8,"[' Computer Programming, Matlab, Problem Solving, Programming Principles']",Beginner , Course , 1 - 3 Months
Fundamentals of Engineering Exam Review,4.7,[],Mixed , Course , 1 - 3 Months
Integrative Nursing,4.8,[' Leadership and Management'],Beginner , Specialization , 3 - 6 Months
Social Media Marketing,4.6,"[' Marketing, Social Media, Communication, Digital Marketing, Media Strategy & Planning, Market Research, Strategy, Marketing Management, Brand Management, Advertising, Customer Analysis, Entrepreneurship, Market Analysis, Research and Design, Customer Success, Investment Management, People Management']",Beginner , Specialization , 3 - 6 Months
Arabic for Beginners,4.6,[],Beginner , Specialization , 3 - 6 Months
Customer Relationship Management,4.6,"[' Customer Relationship Management, Leadership and Management, Problem Solving']",Beginner , Course , 1 - 4 Weeks
Building Scalable Java Microservices with Spring Boot and Spring Cloud,4.3,"[' Cloud Applications, Cloud Computing, Cloud Infrastructure, Cloud Platforms, Google App Engine, Google Cloud Platform, Java Programming, Kubernetes']",Intermediate , Course , 1 - 4 Weeks
Arts and Heritage Management,4.8,"[' Leadership and Management, Marketing, Strategy, Communication, Customer Relationship Management, Organizational Development, Strategy and Operations, Brand Management, Business Process Management, Culture']",Mixed , Course , 1 - 3 Months
"Teach English Now! Second Language Listening, Speaking, and Pronunciation",4.9,[' Planning'],Beginner , Course , 1 - 3 Months
Strategic Sales Management,4.6,"[' Sales, Marketing, Strategy, Leadership and Management, Strategy and Operations, Customer Relationship Management, B2B Sales, Decision Making, Customer Analysis, Entrepreneurship, Market Analysis, Business Analysis, Business Intelligence']",Intermediate , Specialization , 3 - 6 Months
Medical Terminology and the Human Body Fundamentals,4.9,[],Beginner , Course , 1 - 4 Weeks
Wind Energy,4.7,[],Mixed , Course , 3 - 6 Months
Hands-on Introduction to Linux Commands and Shell Scripting,4.7,[' Linux'],Beginner , Course , 1 - 4 Weeks
"Teaching with Art: Using Inquiry, Activities, and Themes",4.8,"[' Critical Thinking, Creativity']",Intermediate , Specialization , 3 - 6 Months
UCI Project Management,4.7,"[' Leadership and Management, Strategy and Operations, Communication, Project Management, Planning']",Beginner , Professional Certificate , 3 - 6 Months
Project Planning,4.8,"[' Leadership and Management, Planning']",Beginner , Course , 1 - 3 Months
People Analytics,4.6,"[' Data Analysis, Human Resources, Human Resources Operations, Leadership and Management, Organizational Development, People Analysis, People Management, Performance Management, Talent Management, People Development, Collaboration']",Mixed , Course , 1 - 4 Weeks
Introduction to Agile Development and Scrum,4.9,"[' Software Engineering, Agile Software Development, Scrum (Software Development), Leadership and Management']",Beginner , Course , 1 - 4 Weeks
Aboriginal Worldviews and Education,4.7,[' Critical Thinking'],Beginner , Course , 1 - 3 Months
How to Play Guitar,4.8,[' Creativity'],Beginner , Specialization , 3 - 6 Months
Innovation Management,4.7,"[' Creativity, Innovation, Leadership and Management']",Beginner , Course , 1 - 3 Months
Python Basics,4.8,"[' Computer Programming, Python Programming, Problem Solving']",Beginner , Course , 1 - 4 Weeks
C Programming with Linux,4.6,"[' Computer Programming, Computer Programming Tools, Linux']",Beginner , Specialization , 3 - 6 Months
Sustainable Cities,4.6,[' Planning'],Intermediate , Specialization , 3 - 6 Months
Getting Started with Git and GitHub,4.6,"[' Collaboration, Leadership and Management, Mergers & Acquisitions, Software Engineering, Software Engineering Tools']",Beginner , Course , 1 - 4 Weeks
Foundations of Global Health,4.7,"[' Leadership and Management, Training, Human Learning, Planning, Culture']",Beginner , Specialization , 3 - 6 Months
Operations Analytics,4.7,"[' Data Analysis, Forecasting, Leadership and Management, Mathematical Theory & Analysis, Mathematics, Operations Management, Operations Research, Probability & Statistics, Spreadsheet Software, Statistical Analysis']",Mixed , Course , 1 - 4 Weeks
Write A Feature Length Screenplay For Film Or Television,4.6,[' Writing'],Beginner , Course , 3 - 6 Months
Functional Programming in Scala,4.7,"[' Computer Programming, Programming Principles, Scala Programming, Theoretical Computer Science, Computational Thinking, Critical Thinking, Data Structures, Big Data, Algorithms, Apache, SQL']",Intermediate , Specialization , 3 - 6 Months
Object Oriented Programming,4.7,[' Computer Programming'],Intermediate , Specialization , 1 - 3 Months
Introduction to Self-Driving Cars,4.7,"[' Python Programming, Software Engineering, Computer Programming Tools, Computer Vision, Critical Thinking, Machine Learning, Mathematics, Problem Solving, Strategy and Operations, Systems Design, Computer Programming']",Advanced , Course , 1 - 3 Months
Finanzas personales,4.8,"[' Behavioral Economics, Benefits, Finance, Negotiation, Planning, Accounting, Emotional Intelligence, Financial Accounting, Investment Management, Strategy and Operations']",Mixed , Course , 1 - 3 Months
Finding Purpose and Meaning In Life: Living for What Matters Most,4.8,[],Beginner , Course , 1 - 4 Weeks
Introduction to Computers and Operating Systems and Security,4.8,"[' Cloud Computing, Computer Architecture, Operating Systems']",Beginner , Course , 1 - 4 Weeks
"Strategic Leadership: Impact, Change, and Decision-Making",4.8,"[' Leadership and Management, Critical Thinking, Leadership Development, Decision Making, Professional Development, Strategy, Strategy and Operations, People Development, People Management, People Analysis, Organizational Development, Problem Solving, Talent Management, Communication, Emotional Intelligence, Change Management, Human Resources, Business Analysis, Business Psychology, Entrepreneurship, Research and Design, Performance Management, Creativity, Influencing']",Beginner , Specialization , 3 - 6 Months
English for Business and Entrepreneurship,4.8,"[' Entrepreneurship, Business Analysis, Market Research, Planning, Marketing, Business Development']",Beginner , Course , 1 - 3 Months
"Speak English Professionally: In Person, Online & On the Phone",4.7,[' Communication'],Mixed , Course , 1 - 3 Months
International Security Management,4.7,"[' Leadership and Management, Risk Management']",Beginner , Course , 1 - 3 Months
Earth Economics,4.7,[' Data Analysis'],Beginner , Course , 1 - 3 Months
Ø¥Ø¯Ø§Ø±Ø© Ø§ÙÙØ´Ø±ÙØ¹Ø§Øª ÙÙ Google,4.8,"[' Leadership and Management, Project Management, Programming Principles, Planning, Computer Programming, Product Management, Strategy and Operations, Business Process Management, Python Programming, Scrum (Software Development), Change Management, Deep Learning, Exploratory Data Analysis, Probability Distribution, Vendor Management, Algebra, Basic Descriptive Statistics, Business Analysis, Calculus, Mathematics, People Analysis, Problem Solving, Spreadsheet Software']",Beginner , Professional Certificate , 3 - 6 Months
AI in Healthcare Capstone,4.6,"[' Machine Learning, Leadership and Management']",Mixed , Course , 1 - 3 Months
Clinical Data Science,4.5,"[' Clinical Data Management, Data Management, Data Model, Databases, Data Analysis, Data Structures, Extract, Transform, Load, Leadership and Management, Data Analysis Software, SQL, R Programming']",Intermediate , Specialization , 3 - 6 Months
Business English for Non-Native Speakers,4.5,"[' Business Communication, Communication, Writing, People Analysis, Business Intelligence, Critical Thinking, Leadership and Management, Culture, Organizational Development, Natural Language Processing, Professional Development, Reinforcement Learning, Account Management, Market Research, Marketing Design']",Beginner , Specialization , 3 - 6 Months
Machine Learning for All,4.7,"[' Algorithms, Artificial Neural Networks, Deep Learning, Human Learning, Machine Learning, Machine Learning Algorithms, Statistical Machine Learning, Applied Machine Learning, Data Analysis, Decision Making, Training']",Beginner , Course , 1 - 4 Weeks
Narrative Economics,4.8,"[' Critical Thinking, Storytelling']",Beginner , Course , 1 - 4 Weeks
Healing with the Arts,4.6,[],Mixed , Course , 1 - 3 Months
Learn to Speak Korean 1,4.9,"[' Culture, Writing']",Beginner , Course , 1 - 3 Months
Gestion de projet de Google,4.5,"[' Business Analysis, Business Development, Communication, Decision Making, Design and Product, Entrepreneurship, Leadership and Management, Planning, Strategy, Strategy and Operations, Data Analysis, Business Psychology, Business Communication, Collaboration, Conflict Management, People Management, Resilience, Compensation, HR Tech, Network Security, Business Design, Data Analysis Software']",Beginner , Professional Certificate , 3 - 6 Months
Programming in Python,4.6,"[' Python Programming, Programming Principles, Big Data, Software Testing, Algorithms, Computer Programming, Django (Web Framework), Tensorflow']",Beginner , Course , 1 - 3 Months
Google Advanced Data Analytics Capstone,4.9,"[' Computer Programming, Data Analysis, Machine Learning, Python Programming']",Advanced , Course , 1 - 4 Weeks
Algebra: Elementary to Advanced,4.8,"[' Algebra, Mathematics, Problem Solving, Linear Algebra, Applied Mathematics, Critical Thinking, Plot (Graphics), Mathematical Theory & Analysis, Computational Thinking, Decision Making']",Beginner , Specialization , 3 - 6 Months
Data Structures,4.6,"[' Algorithms, Computer Programming, Data Structures, Theoretical Computer Science, Problem Solving, C++ Programming, Computer Programming Tools, Mathematical Theory & Analysis, Programming Principles, Mathematics']",Intermediate , Course , 1 - 3 Months
OpenAI GPTs: Creating Your Own Custom AI Assistants,4.9,[],Beginner , Course , 1 - 4 Weeks
Healthcare Organization Operations,4.6,"[' Leadership and Management, Organizational Development, Strategy and Operations, Communication, Business Process Management, Operations Management, Professional Development, Business Development, Business Communication, Strategy, Business Analysis, Clinical Data Management, Leadership Development, Process Analysis, Critical Thinking, Human Learning, Operations Research, Operating Systems, People Analysis, Data Analysis, Data Management, Entrepreneurship, Probability & Statistics, Spreadsheet Software, Customer Relationship Management, Innovation, Interactive Data Visualization']",Beginner , Specialization , 3 - 6 Months
Dentistry 101,4.8,[],Beginner , Course , 1 - 4 Weeks
Global Impact: Business Ethics,4.7,"[' Decision Making, Leadership and Management, Business Psychology, Culture, Critical Thinking, Entrepreneurship, Problem Solving']",Beginner , Course , 1 - 4 Weeks
